active_bins,correct_rank,ghost_mass_fraction,id,kkt,mass,matched_components,method,minority_rate_recovered,minority_support_recall,partition,r_true,rank,relative_gap,scenario,seconds,selected_penalty,snr,spectral_leakage_fraction,stationarity,success,test_clean_rmse_sigma,test_observed_rmse_sigma,unmatched_mass_fraction,w1_logD
12,,,test_000_single,,,,RAI_Net_v2,,,test,1,,9.13606388837446e-06,single,10.692771199974231,0.01,50,,,True,0.3445953425896613,,,0.32542125347540685
,True,0.0,test_000_single,1.877558299021673e-16,27.73561265498576,1,RAI_S,True,1.0,test,1,1,,single,0.9554034000029787,,50,0.0,1.7701093757948447e-11,True,0.19122191898959606,1.0285808519256252,0.0,0.0
,True,0.029979311776987597,test_001_double,,27.192060070673172,2,DOME,True,1.0,test,2,2,,double,1.0501391000580043,,50,0.029979311776987694,,True,0.23166275366765143,1.0555266425849539,0.0,0.061184914457268876
,True,6.544305495855241e-17,test_001_double,2.909469505400797e-16,27.14355007609723,2,DOME_S,True,1.0,test,2,2,,double,1.0851309000281617,,50,0.0,8.337513150027763e-09,True,0.205608896346038,1.0443361912671438,0.0,0.03207978545077001
,True,0.029979315934319076,test_001_double,,27.192060071392575,2,RAI,True,1.0,test,2,2,,double,1.099121000035666,,50,0.02997931593431894,,True,0.23166275617224752,1.055526643384999,2.613052243539382e-16,0.061184920566241016
48,,,test_001_double,,,,RAI_Net_original,,,test,2,,2.8788847390687455e-14,double,22.925763299921528,0.0,50,,,True,0.30261524485105745,,,0.29984659374392103
38,,,test_001_double,,,,RAI_Net_v2,,,test,2,,3.723826454845031e-14,double,11.307916999910958,0.0,50,,,True,0.30122867206768056,,,0.30938189029440627
,True,6.544305495855241e-17,test_001_double,2.909469505400797e-16,27.14355007609723,2,RAI_S,True,1.0,test,2,2,,double,1.1276175000239164,,50,0.0,8.337513150027763e-09,True,0.205608896346038,1.0443361912671438,0.0,0.03207978545077001
,True,0.3283126515144822,test_002_triple,,31.921749913743874,2,DOME,False,0.0,test,3,3,,triple,0.6541079999879003,,50,0.10384338600379679,,True,0.2899935596839757,1.0287079368206369,0.2504799518353344,0.26255341492054446
,True,0.0005705181694123292,test_002_triple,5.767144629271352e-16,31.71747876872033,3,DOME_S,True,1.0,test,3,3,,triple,0.674558800063096,,50,0.0005705181694121636,1.5633564069070484e-09,True,0.22432378745382023,1.0089276582764577,0.0,0.07434597037672094
,False,0.20051822823793453,test_002_triple,,31.991601932812884,2,RAI,True,1.0,test,3,2,,triple,1.0290215000277385,,50,0.20051822823793436,,True,0.4782536096462551,1.092156804122437,0.0,0.478983337054848
8,,,test_002_triple,,,,RAI_Net_original,,,test,3,,9.763256943279234e-06,triple,38.57125569996424,0.1,50,,,True,0.34158546403244355,,,0.5487351662227992
8,,,test_002_triple,,,,RAI_Net_v2,,,test,3,,9.763256943279234e-06,triple,21.10759029991459,0.1,50,,,True,0.34158546403244355,,,0.5487351662227992
,True,0.0005705181694123292,test_002_triple,5.767144629271352e-16,31.71747876872033,3,RAI_S,True,1.0,test,3,3,,triple,1.1046212000073865,,50,0.0005705181694121636,1.5633564069070484e-09,True,0.22432378745382023,1.0089276582764577,0.0,0.07434597037672094
,False,0.033584946124783716,test_003_weak,,32.56398869342513,2,DOME,False,0.0,test,3,2,,weak,1.0713255999144167,,50,0.03358494612478384,,True,0.23721196788338741,1.0043273549112135,0.0,0.11196175663291263
,False,0.0003835037287722774,test_003_weak,3.981409680228437e-16,32.31875686222882,2,DOME_S,False,0.0,test,3,2,,weak,0.9194139000028372,,50,0.0003835037287723288,6.378362134629954e-09,True,0.20827706458944784,1.0029159554041798,0.0,0.05410624417971009
